Label,Species,Infected_Status,Risk,ID,Phys_Growth_rate_mean_mm_per_year,Phys_Growth_form,Phys_Repo,Phys_Life_history,days_to_infection,perc_lost_hour,Bac_nautella_italica,Bac_thalassobius_mediterraneus,Bac_pseudoalteromonas_sp,Bac_arthrobacter_ramosus,Bac_pseudomonas_veronii,Bac_endozoicomonas_sp,AntOx_RED660,AntOx_Catalase,AntOx_Prophenyloxidase,AntOx_POX,AntBac_Vibrio_gentimepermgprot,Q95029,Q3SZQ6,Q5ZL16,Q80W94,C9JTQ0,Q8N6G6,P34897,Q28HC7,Q5JU00,Q08CD5,P21670,Q1LU86,Q96P65,B0G143,Q6IND7,Q5ZJA9,Q5R5D8,Q7Z494,A3KP77,Q9JLI8,P11029,A7SE05,Q04336,Q5S1U6,Q5JVL4,Q9BV90,O16025,Q2HJ56,Q8K3Z0,Q91447,Q460N5,Q9CZB9,P38024,Q9SY73,Q9R080,Q6DG99,Q0EEE2,O73792,Q9NXG6,P61357,Q3KQ77,Q01890,K0E4E1,A7SDW5,Q9NQX0,Q5ZID0,A7SFB5,O73874,C3YWU0,Q99578
Cnat_71,Cnat,Control,0.65,71,6.208,massive,spawner,stress_tolerant,0,0,0.32501108,0.07386616,0.01477323,7.80026592,0.20682523,0,0.148854962,74.94929395,0.556882591,1.005525227,5.25,8.403051922,15.56757761,2.313822846,10.67084491,2.12188457,12.63886024,3.15692251,12.89615789,2.174352337,10.83165044,3.602638691,5.237927617,1.69347051,2.003082378,10.94361431,2.478008839,9.589061935,8.063714807,2.558553716,10.50290681,2.194334979,2.4596118,2.075984541,8.70315843,2.094422015,2.613655481,4.456755393,2.020935821,1.794139489,2.504788188,1.662362693,3.01852883,13.34916427,9.589796651,8.367476514,7.769110071,5.198008791,9.447579488,3.973596082,15.94076385,3.097336723,6.509145973,9.373937539,7.476303744,5.508812171,3.061176416,1.984323808,3.525771287,2.41818278,2.457609166
Cnat_72,Cnat,Infected,0.75,72,6.208,massive,spawner,stress_tolerant,6,0.39,2.039532794,10.94339623,33.85444744,0.835579515,0.161725067,0,0.04389313,284.3451087,2.008466819,8.583899018,120.66,7.891896609,16.69554181,2.766117423,8.62154833,5.737506635,12.60221237,2.534616048,12.91812365,1.396662403,9.911432394,4.570195002,1.241521918,0.88433487,1.232773644,9.418005508,1.72299503,6.645851342,5.730556795,1.848018393,8.700687722,1.433426912,1.673620583,1.29395564,8.836374303,1.324295171,1.871921131,3.856107822,1.254061256,1.036427592,1.760043664,0.827350234,2.335992773,10.92757278,8.561551078,9.835556922,4.766104899,4.605226702,8.123143474,3.395975961,14.53212611,2.416284105,4.179681821,8.095361542,5.469627796,7.61110726,2.423836055,1.242062081,1.292790321,6.281610185,1.716791193
Cnat_73,Cnat,Control,0.65,73,6.208,massive,spawner,stress_tolerant,0,0,0.584788795,0.339266782,0.049104403,51.73260421,1.13051727,0,0.229961832,47.21924564,0.698056344,1.660864677,5.13,7.036064905,10.19146152,6.345198531,1.389722959,6.182119082,5.67857352,10.36400349,3.057183706,9.248999725,2.442786777,11.4927579,8.419807191,5.99449606,7.963359764,2.360579347,9.058087397,1.85803657,1.934465351,7.921928046,2.065090055,6.577182842,5.519129479,7.509010839,6.90644851,6.552215034,7.253878018,9.205809834,9.216034616,7.147868128,10.44641345,4.307032325,7.906345349,5.792652071,2.22683497,3.532836347,1.634342209,8.593397363,2.06919433,7.420386577,9.755488562,9.200114227,6.155107423,1.635775906,2.260880647,1.603320335,10.3658354,1.876517064,6.345530339,6.683065471,9.894453377
Cnat_74,Cnat,Infected,0.75,74,6.208,massive,spawner,stress_tolerant,2,1.39,0.333076896,0.212434871,0.05769836,51.36640207,0.376787775,0,0.086832061,57.18894833,2.454829381,1.099638426,20.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cnat_75,Cnat,Control,0.65,75,6.208,massive,spawner,stress_tolerant,0,0,2.529343344,1.330231574,0.750766628,2.584329068,0.164957175,0.008459342,0.029580153,247.3391269,2.446519525,3.140728408,94.44,7.464992519,14.49013411,3.24108085,9.609468217,1.773391228,12.04762056,7.882862621,10.89394344,1.804486608,10.78237406,3.340673027,1.624709887,1.269432402,1.638952006,9.85344946,2.113451956,9.32636373,9.217018487,2.212404822,9.955201712,1.83348448,2.086194491,5.934434702,7.928472871,1.730036645,2.253123226,3.977190193,1.657309531,1.415502198,2.143668081,1.233404608,2.681373251,11.14191338,8.831636231,10.71189521,9.258149482,3.976266601,8.047454305,3.489706483,14.10015107,2.762097863,5.980794992,9.725515392,2.004476648,7.022504417,2.744483743,1.63303135,3.070952635,7.784785715,4.388624546
Cnat_76,Cnat,Infected,0.75,76,6.208,massive,spawner,stress_tolerant,5,1.82,23.27782647,7.774679308,0.900326667,3.163094574,0.106764401,0,0.182251908,48.31817394,0.375420226,1.571734504,5.34,8.990372198,9.263821737,8.546039997,1.695243658,7.697077237,2.28397125,8.641020155,3.259325335,9.349913994,6.397834892,10.72041403,9.456589977,7.443272025,9.106646834,2.621450673,8.70007531,2.115904042,2.192016623,8.30115343,2.324764112,7.898516848,8.954721497,8.782763941,8.824350459,7.918414435,9.485397809,9.300368852,9.112941309,7.12093024,10.58725752,6.821045559,9.455505777,5.826112997,2.481687012,5.316742841,1.941306198,7.658248702,2.326123875,5.834747107,7.094218179,9.203981477,7.767097561,1.944106048,6.957475573,1.905626023,10.66496149,7.257538603,2.167303656,5.388523341,10.51499915
Cnat_77,Cnat,Control,0.65,77,6.208,massive,spawner,stress_tolerant,0,0,0.295522309,0.217683844,0.063326209,0.857542415,0.257262725,0,0.105916031,70.6395142,2.273399716,7.017122929,43.86,6.868894109,10.63721218,4.108753225,5.945254273,6.080917966,6.911107938,8.215922826,7.013591833,7.361734679,8.42596237,8.595900957,6.850264818,4.218355835,6.874336488,6.249739854,7.573767559,6.310664112,1.863678173,4.98919773,7.188592364,5.076960411,8.532338215,8.479502122,8.354525345,5.038743374,8.916719047,4.639063727,7.515240918,6.637919272,8.053340135,3.026945494,7.930180293,7.77432157,4.56892578,9.422724948,4.621784053,7.026125046,1.999362385,6.438953104,10.34563902,7.142599305,5.394855218,7.265774309,6.305380444,6.484674352,9.287895285,4.390027107,3.29681742,7.813601995,7.818091478
Cnat_78,Cnat,Infected,0.75,78,6.208,massive,spawner,stress_tolerant,5,0.12,9.89382526,3.7546711,0.69399134,3.67756095,0.30250905,0,0.125,31.25165024,1.336842105,6.172903226,30.04,7.882193725,9.774644117,7.058542672,1.355964508,7.188990922,2.013984664,10.12557272,3.035781142,9.215726202,2.414660159,11.18740964,10.01304115,5.451289537,7.392397863,2.331929216,9.260670357,1.830069595,1.905895153,7.256900035,2.036410773,5.349091107,7.160418162,8.168847724,8.07599209,6.154703003,10.00221208,9.455444032,8.853050535,6.813836676,9.611057113,7.772569829,7.96071693,6.127955242,2.198874408,2.114709009,1.600424281,7.837207721,2.040962269,7.474665923,7.06689531,9.728589911,6.006450138,1.601707025,6.620793516,1.569917125,9.247497511,5.033723007,1.889709853,6.183131276,10.44525607
Cnat_79,Cnat,Control,0.65,79,6.208,massive,spawner,stress_tolerant,0,0,0.163548307,0.066801421,0.051828689,0.067377296,0.001151749,0.126116476,0.573473282,8.543768787,0.578194238,0.157500939,0.64,9.12767861,9.482320402,7.728551831,1.546004664,5.716996548,2.165295633,10.64867055,3.158774378,9.408653206,2.573769605,10.14435409,1.996731614,7.71050029,8.32891048,2.493726534,9.35160275,1.987241735,2.066459895,6.731132993,2.197938535,7.674266159,8.241521425,9.235516067,7.077817568,6.162269088,6.866692394,7.34288736,9.376658865,7.155301588,5.252167796,7.78993868,9.173161963,4.234070579,7.282019631,6.352465376,1.791362194,2.477954245,2.200372522,5.653348845,7.081174211,9.541783987,2.013299779,1.793494713,6.277021003,1.757957479,11.75474152,7.825806719,9.30093755,7.32673807,9.594821415
Cnat_80,Cnat,Exposed,0.7,80,6.208,massive,spawner,stress_tolerant,0,0,4.343111809,3.049655078,0.14770166,0.09135305,0.005976368,0.14770166,0.239503817,31.7918908,1.038330887,1.217571006,4.71,9.464263155,10.20487702,7.78442252,1.684159905,7.174324056,2.275164835,10.39567644,3.251748074,10.64947487,2.690403236,11.23192936,2.110047468,6.247281498,9.241371661,2.611951159,9.561580533,2.104844367,2.182710423,7.205559579,2.315350524,8.152273166,8.993547497,9.625664212,7.582984156,8.28019692,6.54110512,9.655730054,9.168556318,1.954549565,5.091027806,8.137500876,9.777530794,4.284872323,7.744624578,4.529799996,1.930170086,2.595210711,5.266527788,5.821257179,8.272746344,9.7460349,2.128407624,1.932920374,2.513975406,4.682041647,11.54405089,8.120225889,8.340070797,6.582581384,9.861861951
Mcav_81,Mcav,Control,0,81,4.541,massive,spawner,stress_tolerant,0,0,0.016298211,0.008149105,0.002328316,43.88991723,0.034924737,0.303845214,0.129770992,11.73494793,9.074690402,0,34.96,4.828890878,12.34355796,6.207327451,-0.568948657,5.550855464,4.234928057,8.199347919,8.042184029,5.974815305,7.84482702,7.475019514,7.081836613,4.384595592,4.834455513,7.181510953,6.650625805,4.360027884,7.254397195,7.198414725,7.587292396,6.138101082,7.851650091,5.176161827,8.45204205,6.40445008,8.466069338,2.298569412,1.615628916,3.457894345,8.565626763,6.461319373,8.571783961,8.739200149,7.317860619,8.930607823,5.571570303,6.719842462,8.631859563,3.682773436,14.90456644,8.155997724,7.046035948,6.254215544,7.586105532,4.97457503,7.172620036,6.699741156,7.52435325,7.436712806,8.035491607
Mcav_82,Mcav,Exposed,0.05,82,4.541,massive,spawner,stress_tolerant,0,0,0.00236253,0.005906326,0.001181265,32.81436418,0.126395369,0.284684898,0.153625954,11.85220234,6.50075188,0,21.16,5.257862912,12.45180469,6.245659476,4.992679565,6.029982182,5.066945961,7.246193644,7.690178211,6.193859693,7.063864719,7.91195346,6.145760863,5.189522483,4.204293241,8.114862858,6.797248917,4.885159244,6.866575446,6.836157538,7.171859557,4.363840367,8.20756463,9.55433397,9.086659173,7.595150009,7.923733607,7.971948856,0.835022741,4.479522013,8.158811338,2.373716253,8.666144259,8.061891315,6.879679588,8.702181658,1.828769788,7.09171156,8.868174692,1.784549425,13.00685651,8.883144943,6.796492166,9.8989481,7.462436611,2.074012821,6.721407936,5.735439871,6.556232354,7.145611941,6.151261696
Mcav_83,Mcav,Control,0,83,4.541,massive,spawner,stress_tolerant,0,0,0.012811795,0.008869704,0.008869704,14.24967231,0.011826272,0.18823483,0.148854962,2.446416123,4.225236167,0.334349521,15.32,8.784648589,12.19898167,6.432850358,3.728314791,5.473420046,3.664280693,7.993338535,7.277135425,5.56966308,7.34420985,7.525192759,6.145208392,1.954447078,3.921981551,7.040791091,7.36974021,6.196640985,6.928177982,6.821458961,7.43327064,4.729194513,7.948229579,2.164020584,8.27499343,6.490543091,7.857261775,4.071585725,5.538349194,2.265427652,8.065268085,6.315748717,8.327838771,8.685040549,7.146058567,7.325670809,5.334299877,6.215154626,6.348324681,3.606214344,13.45256327,7.233219229,6.766261074,6.390172523,7.579622655,2.861062762,7.752331283,6.888680392,6.953744789,5.954076786,7.262292746
Mcav_84,Mcav,Exposed,0.05,84,4.541,massive,spawner,stress_tolerant,0,0,0.005565821,0.003339493,0.002226329,34.65503039,0.307233341,0.260480442,0.320610687,9.809493221,4.489786967,0,7,7.811655979,12.23553873,6.330732702,4.668902068,5.417804644,6.15057993,8.431986295,8.415975175,6.166898368,6.986590874,8.261506504,6.625624189,4.81722874,2.941206714,7.576712018,7.283916768,5.49681454,6.277633978,6.985018023,7.105462965,4.732048237,8.181391413,8.696282677,8.741961734,7.673299467,7.957393159,7.445479658,5.865042064,4.908921928,8.746486492,4.37869069,8.129533047,9.50488794,7.0875365,7.589192613,3.623768723,7.023614732,6.870242124,5.182637585,12.98478752,7.985635295,6.55597538,9.183978731,8.283910169,4.221968716,6.379264671,6.373123037,6.923643965,7.817406388,6.595218612
Mcav_85,Mcav,Control,0,85,4.541,massive,spawner,stress_tolerant,0,0,0.004195922,0.002797281,0.002797281,43.39981538,0.193012392,0.239167529,0.201335878,2.959731354,4.862259915,0.109865246,12.35,7.982467363,12.21243942,6.050921144,4.092757951,4.820798349,5.304884111,8.07630773,7.016400838,6.164151441,6.547963085,7.817285036,6.280876761,3.686066692,3.572227107,6.096647169,7.006156613,4.8074388,6.615108435,6.911524623,7.320486419,5.852064495,8.314214468,6.660316959,8.092803164,6.847206705,7.307307782,5.377888303,2.098145402,2.121538349,8.414929557,4.952165044,7.783138221,9.343685215,6.839087529,7.714042983,4.621192064,6.819499728,8.112858714,4.424013191,12.3293607,7.564873221,6.767967347,9.709981896,8.024692346,2.710862344,7.136714874,6.731673606,7.046229077,7.450592546,7.534701137
Mcav_86,Mcav,Exposed,0.05,86,4.541,massive,spawner,stress_tolerant,0,0,0.009549502,0.004774751,0.002387376,42.29832645,0.106238212,0.244705995,0.20610687,3.694335459,4.40497076,0.169926609,11.1,7.129107067,12.26855869,6.098501572,1.353171884,5.748513448,1.042141086,7.899598056,6.908700973,6.308056736,6.836958655,8.010197251,6.089106564,3.760343821,3.638774995,7.56037493,6.298400188,5.98148423,5.900669008,7.064123581,7.239242704,4.012037625,6.715420944,6.889113297,9.201806124,7.679011982,7.001724914,6.526138795,0.831859474,1.610755844,7.541623278,5.397888374,8.94808901,8.916207166,7.080138557,6.303101264,1.145444142,6.967109067,7.620177197,3.833241302,13.00709601,8.073513715,6.632351378,9.615127757,7.596852153,-0.407241126,6.931749547,6.467733023,6.186851751,7.272195689,7.026810651
Mcav_87,Mcav,Control,0,87,4.541,massive,spawner,stress_tolerant,0,0,0.003557622,0.008301117,0.002371748,50.07945355,0.039133838,0.179066954,0.549618321,4.698230964,2.030116959,0.033538146,1.88,8.353725968,12.79076212,4.887414477,2.481578957,5.942766658,5.22549277,8.608800833,8.103744246,5.865962018,6.958406235,8.26318166,6.411954476,1.850630969,4.252511482,7.19452632,7.21008516,5.239639097,6.743229754,7.262443554,7.663736554,6.747104814,7.924276817,7.532872799,8.720402509,6.846097363,8.330385383,4.90981704,7.010325844,3.715417084,8.522748445,6.55847597,8.275923839,9.377572078,6.982168335,8.07772036,1.345098661,6.517779696,4.388559225,2.017543162,13.18589814,8.332818872,6.732788346,6.684099551,8.234828775,4.764357202,7.519447384,7.13032329,7.10943098,7.653790917,6.934182849
Mcav_88,Mcav,Exposed,0.05,88,4.541,massive,spawner,stress_tolerant,0,0,0.008237911,0.004118955,0.001372985,67.62363731,0.005491941,0.182607024,0.258587786,6.273198539,3.958749272,0,7.65,7.359193283,12.89527811,5.763316365,2.087079972,6.465961872,5.238581843,7.897994007,7.533194904,5.972578446,7.061912568,8.303194083,5.863574666,1.633378208,4.421237819,8.028198116,6.489416822,5.010963858,6.793481719,6.917556614,7.914739204,6.864636609,7.580937576,7.549378643,9.681510031,7.243510984,7.725660801,6.907536907,6.566317897,5.390821724,8.019500199,5.380007223,8.469815505,9.052190876,6.548512977,7.754425959,-0.633291845,6.888644344,5.346132747,0.947955633,13.20340099,8.338080491,6.559811157,7.582400248,7.79964562,2.525218307,7.415368255,6.344403544,6.453747083,6.310616204,6.148763551
Mcav_89,Mcav,Control,0,89,4.541,massive,spawner,stress_tolerant,0,0,0.008484283,0.007070236,0.002828094,65.45765636,1.225978874,0.253114439,0.22519084,3.822289597,4.347190009,0.499320472,10.76,10.90661137,12.05186418,6.661305801,4.744062045,3.225647543,6.08697827,8.137722393,7.514575238,6.329142874,7.06700782,8.7228361,6.14686598,4.335091154,3.155314956,6.822173547,7.384746566,-0.244696051,6.860343761,7.010022428,6.176239113,7.265442145,8.143801262,4.584163679,7.542369562,7.39479651,8.281753829,5.524537472,6.756724725,3.274894008,8.390029584,4.930370549,8.080034428,8.76516497,6.895114553,8.036566943,5.608293769,6.834826554,8.469401354,2.023248188,12.551542,8.01497538,6.877743858,3.50220593,7.787836976,0.469686606,6.705647118,6.425389918,6.661780042,7.850979965,8.945496171
Mcav_90,Mcav,Exposed,0.05,90,4.541,massive,spawner,stress_tolerant,0,0,0.00450999,0.00300666,0,69.16219426,0.263082728,0.223996151,0.368320611,6.471536951,4.304745023,0.040037248,5.9,7.003572102,12.1591276,5.930943611,3.652241888,4.376671425,5.729673467,7.972268096,7.60618161,6.290588816,6.328350267,8.559292073,5.858509753,4.553003603,3.426840896,7.614273905,6.82480763,4.815258564,6.566770411,7.021550814,6.780194679,6.00913172,7.820372124,7.274267543,7.890753236,7.40938372,7.8385988,6.316415092,6.420742294,2.540985436,8.412971356,2.603820334,7.788143062,9.059033854,6.734605144,7.710291835,2.995093213,6.841925747,8.197452802,2.81331447,12.57432093,8.285691137,6.509348423,9.063371466,7.566188386,3.820948277,7.270271896,6.318241058,6.569748955,7.372137832,6.777841994
Oann_91,Oann,Control,0.65,91,5.765,massive,spawner,stress_tolerant,0,0,0.136248881,0.102854548,0.045416294,35.86685011,0.606441099,0,0.282442748,22.97347032,0.703449502,2.101482127,4.97,10.02673302,13.51840141,6.180741216,4.147727383,5.718651824,5.706957122,7.764409045,7.719237149,5.565064943,6.935718376,8.242765884,3.930499365,5.216356427,6.982098438,6.337974533,6.593851152,5.946472105,9.162216383,6.872001684,5.678046927,7.800212042,6.882752151,6.950893984,7.791028093,5.189600443,8.27572929,4.3549686,7.413225662,5.706089698,7.314077906,7.003668409,8.252052295,8.81668803,6.987350652,6.989130996,8.510280464,6.326304425,4.654112264,4.781395846,12.38854494,8.785914064,3.819428853,1.928335467,6.946148041,2.88136647,8.440001368,6.092986548,5.86338682,6.970475788,6.281364669
Oann_92,Oann,Infected,0.75,92,5.765,massive,spawner,stress_tolerant,5,7.21,0.116986961,0.093135251,0.040888647,50.64967516,3.915087911,0,0.411259542,14.24814216,0.265551349,1.003996707,1.54,7.219890719,13.45686171,6.459832457,4.559302055,4.344649159,5.788446482,8.46587725,7.525200638,5.434255202,6.744924132,8.57280276,4.413623919,4.58598523,5.609576401,6.867454122,6.585897525,7.325325759,-0.640078639,7.077930552,2.936530121,6.508636817,6.523192999,5.499372251,8.831013273,5.505674463,8.038056022,7.250062775,6.038336803,5.026943407,6.516648021,5.615564505,9.086214154,7.778566566,6.550908409,7.347286401,7.598482335,5.910462929,5.89046075,-0.998613124,12.3170003,9.474935578,4.5068342,6.442556779,6.444793154,6.385120835,6.338400748,6.080957895,4.547499758,2.93135616,5.834781295
Oann_93,Oann,Control,0.65,93,5.765,massive,spawner,stress_tolerant,0,0,0.152585185,0.123717717,0.071137688,43.55276045,0.281457807,0,0.707061069,10.81573444,0.381490163,1.270137129,1.17,8.894668783,11.80957657,7.223488284,2.199975179,6.031853968,7.028046982,7.543147071,8.284731746,6.146356512,7.628798637,8.828152239,6.260763551,5.971929719,7.023204241,6.528895154,7.000141513,3.343194233,6.244316136,7.032924087,6.931722798,7.844668514,6.757196854,6.887349323,8.617864914,4.949993807,8.330770993,5.817523438,7.741647185,6.742075579,7.1751825,2.128445205,8.474064264,9.0790597,5.998852867,7.328347122,3.880797217,6.014607903,4.068058614,6.218133567,12.52167128,8.887849748,4.93006176,1.448847157,7.562773954,5.939890187,7.941268523,6.123947722,6.429428856,8.354720158,6.372575018
Oann_94,Oann,Infected,0.75,94,5.765,massive,spawner,stress_tolerant,5,5.15,0.154342974,0.116350857,0.068860711,53.17827801,2.943201786,0,0.945610687,-7.00194322,0.46196824,0.611313434,0.57,7.586666667,11.98115285,6.873040745,1.78327157,5.516441207,5.496259672,7.781834174,7.904237929,5.989931412,7.417476599,8.825344969,5.721913795,4.404815855,6.594995778,6.68689685,6.768761264,5.068538862,6.948038887,7.452493377,3.187163565,6.943464203,7.132612066,6.379107435,8.578422528,5.358656518,7.944645566,6.61378583,7.717297821,6.595497551,7.013754364,-0.816349496,8.9261155,8.680648572,6.037283417,6.855626066,3.052539575,6.035347226,3.770858403,1.202451653,12.62397066,9.19162807,4.51545847,0.282804392,7.103088047,5.735206464,6.600473114,6.307362838,5.133225455,7.263044124,5.991432925
Oann_95,Oann,Control,0.65,95,5.765,massive,spawner,stress_tolerant,0,0,0.008384514,0.002096128,0,58.10468065,1.794285954,0.27040057,0.282442748,24.49722091,0.801280228,1.626364429,4.3,10.7302299,13.14093027,7.175599429,3.946287548,5.927773774,5.791701279,7.792726747,7.475210196,5.559459559,6.716069432,8.234687333,4.837055198,4.087064791,5.553486261,6.277604446,6.583485884,6.539749044,7.966427107,6.651148392,5.062956997,7.30444443,6.995736456,6.564940459,7.884890525,5.6363566,8.002244662,5.544170623,5.251942254,5.460264255,7.438925264,6.833158737,8.061581534,8.60922698,7.087815816,6.562145742,8.912582793,6.663793441,4.261454606,6.03992551,12.06850247,8.543507677,4.865254646,3.62366791,7.169998704,5.548850986,8.228326259,5.914401406,6.182277598,5.328261311,5.892378648
Oann_96,Oann,Infected,0.75,96,5.765,massive,spawner,stress_tolerant,5,3.03,1.082411785,0.478683912,0.007815248,60.84170216,0.867492478,0.24813411,0.201335878,61.66106988,0.627388376,1.358666871,4.93,5.08535636,12.98002573,5.502054145,4.244498158,4.619072267,5.136056576,8.773719344,6.552013441,6.04106286,6.418183472,8.667044222,4.24380395,2.515901966,4.128956884,6.990555739,5.857400944,6.871355324,-0.338320945,6.507678726,4.390342886,6.439128135,6.506514721,5.302314177,9.3697675,5.825911363,7.759448723,7.274120886,3.070288102,4.372609232,6.371694137,5.636404218,9.277487515,7.736049367,6.650659805,6.635936088,7.230483604,6.078193329,5.084225487,-0.708168596,12.19722325,9.673228065,4.619870211,5.549847156,6.392082739,7.181690822,5.450145931,6.449950674,4.628006288,1.990618047,5.679143952
